CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,PERIODO,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_mg/L,SDT_M_mg/L,CALIDAD_SDT_ra,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
DLGUA1014,IRAPUATO-VALLE 2,LERMA SANTIAGO PACIFICO,GUANAJUATO,SALAMANCA,IRAPUATO-VALLE,POZO,-101.197750,20.570980,2020,315,Alta,837,Permisible para riego,,800,Cultivos sensibles,Potable - Dulce,3.07,Alta,35,Potable - Suave,<1.1,Potable - Excelente,0.027,Potable - Excelente,0.0546,No apta como FAAP,<0.003,Potable - Excelente,0.0099,Potable - Excelente,0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0374,Potable - Excelente,0.0759,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
DLGUA1027,BERUMBO,LERMA SANTIAGO PACIFICO,GUANAJUATO,ABASOLO,PENJAMO-ABASOLO,POZO,-101.631740,20.348760,2020,202,Alta,730,Buena para riego,,502,Cultivos sensibles,Potable - Dulce,4.725,Alta,40,Potable - Suave,<1.1,Potable - Excelente,0.042,Potable - Excelente,0.012,Apta como FAAP,<0.003,Potable - Excelente,0.007,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0021,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1033,LA CANOA,LERMA SANTIAGO PACIFICO,GUANAJUATO,ABASOLO,PENJAMO-ABASOLO,POZO,-101.599900,20.492380,2020,307,Alta,1027,Permisible para riego,,660,Cultivos sensibles,Potable - Dulce,3.01,Alta,69,Potable - Moderadamente suave,23,Buena calidad,0.112,Potable - Excelente,0.074,No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0061,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
DLGUA1034M1,COL. RANCHO NUEVO,LERMA SANTIAGO PACIFICO,GUANAJUATO,APASEO EL GRANDE,VALLE DE CELAYA,POZO,-100.746640,20.521360,2020,249,Alta,760,Permisible para riego,,506,Cultivos sensibles,Potable - Dulce,1.38,Potable - Optima,175,Potable - Dura,<1.1,Potable - Excelente,0.163,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,0.006,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0021,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1035M1,RANCHO NUEVO,LERMA SANTIAGO PACIFICO,GUANAJUATO,APASEO EL GRANDE,VALLE DE CELAYA,POZO,-100.740940,20.528670,2020,424,Indeseable como FAAP,1472,Permisible para riego,,896,Cultivos sensibles,Potable - Dulce,1.09,Potable - Optima,343,Potable - Dura,<1.1,Potable - Excelente,0.105,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,0.007,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0019,Potable - Excelente,<0.025,Potable - Excelente,Amarillo,"ALC,",NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1036,RODEO DE AYALA,LERMA SANTIAGO PACIFICO,GUANAJUATO,PENJAMO,PENJAMO-ABASOLO,POZO,-101.625050,20.485330,2020,248,Alta,934,Permisible para riego,,556,Cultivos sensibles,Potable - Dulce,3.295,Alta,26,Potable - Suave,4,Buena calidad,0.037,Potable - Excelente,0.06,No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0846,Potable - Excelente,0.0291,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
DLGUA1038,18 DE MARZO,LERMA SANTIAGO PACIFICO,GUANAJUATO,CUERAMARO,PENJAMO-ABASOLO,POZO,-101.601650,20.530830,2020,301.125,Alta,1236,Permisible para riego,,640.8,Cultivos sensibles,Potable - Dulce,3.6931,Alta,<20,Potable - Suave,20,Buena calidad,0.49804,Potable - Excelente,0.1753,No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.0544,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
DLGUA1040,BORDO BLANCO 2,LERMA SANTIAGO PACIFICO,GUANAJUATO,CUERAMARO,PENJAMO-ABASOLO,POZO,-101.607410,20.535920,2020,650,Indeseable como FAAP,2874,Dudosa para riego,,2174,Cultivos tolerantes,Salobres,1.72,Alta,870,Muy dura e indeseable usos industrial y domestico,240,Aceptable,<0.02,Potable - Excelente,0.051,No apta como FAAP,<0.003,Potable - Excelente,0.016,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,2.015,Puede afectar la salud,1.733,Sin efectos en la salud - Puede dar color al agua,Rojo,"ALC,CONDUC,SDT_ra,SDT_salin,FLUO,DT,AS,MN,FE,",NO,NO,NO,NO,NO,NO,SI,SI,NO,SI,SI,SI,SI,NO,NO
DLGUA1041M1,SAN MIGUEL OCTOPAN,LERMA SANTIAGO PACIFICO,GUANAJUATO,CELAYA,VALLE DE CELAYA,POZO,-100.748470,20.573780,2020,449,Indeseable como FAAP,1619,Permisible para riego,,1040,Cultivos con manejo especial,Ligeramente salobres,4.87,Alta,180,Potable - Dura,<1.1,Potable - Excelente,0.508,Potable - Excelente,0.0242,Apta como FAAP,<0.003,Potable - Excelente,0.014,Potable - Excelente,0.0006,Potable - Excelente,<0.005,Potable - Excelente,0.0446,Potable - Excelente,0.0336,Potable - Excelente,Rojo,"ALC,FLUO,",NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1043,CERRITO DE AGUA CALIENTE,LERMA SANTIAGO PACIFICO,GUANAJUATO,CUERAMARO,PENJAMO-ABASOLO,POZO,-101.580700,20.638090,2020,768.69,Indeseable como FAAP,,,,1784,Cultivos con manejo especial,Ligeramente salobres,3.3315,Alta,41.5632,Potable - Suave,31,Buena calidad,0.278031,Potable - Excelente,0.15,No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0345,Potable - Excelente,0.0539,Potable - Excelente,Rojo,"ALC,FLUO,AS,",NO,ND,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
DLGUA1053,SAPAL 2,LERMA SANTIAGO PACIFICO,GUANAJUATO,SAN FRANCISCO DEL RINCON,LA MURALLA,POZO,-101.715570,20.821940,2020,238.65,Alta,650,Buena para riego,,375.6,Excelente para riego,Potable - Dulce,1.1708,Potable - Optima,127.488,Potable - Dura,<1.1,Potable - Excelente,1.688472,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1054,SAPAL 1 (POZO #1),LERMA SANTIAGO PACIFICO,GUANAJUATO,SAN FRANCISCO DEL RINCON,LA MURALLA,POZO,-101.718620,20.830330,2020,217.56,Alta,664,Buena para riego,,390.3333,Excelente para riego,Potable - Dulce,1.2737,Potable - Optima,127.488,Potable - Dura,<1.1,Potable - Excelente,1.774445,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0017,Potable - Excelente,0.0468,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1055,RANCHO NUEVO JESUS DEL MONTE,LERMA SANTIAGO PACIFICO,GUANAJUATO,SAN FRANCISCO DEL RINCON,LA MURALLA,POZO,-101.724890,20.963100,2020,325.23,Alta,706,Buena para riego,,456.6667,Excelente para riego,Potable - Dulce,1.0104,Potable - Optima,233.064,Potable - Dura,1720,Contaminada,9.061385,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1057,J. REFUGIO MUÑOZ FRANCO,LERMA SANTIAGO PACIFICO,GUANAJUATO,SAN FRANCISCO DEL RINCON,RIO TURBIO,POZO,-101.781140,21.038440,2020,552.78,Indeseable como FAAP,4130,Indeseable para riego,,2905.6667,Cultivos tolerantes,Salobres,<0.2,Baja,1195.2,Muy dura e indeseable usos industrial y domestico,218,Aceptable,32.462322,No apta como FAAP,<0.01,Potable - Excelente,<0.003,Potable - Excelente,0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0306,Potable - Excelente,0.56,Sin efectos en la salud - Puede dar color al agua,Rojo,"ALC,CONDUC,SDT_ra,SDT_salin,DT,FE,NO3,",NO,NO,NO,NO,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,NO
DLGUA1059,EJIDO PUERTA DE SAN GERMAN (NICASIO BECERRA),LERMA SANTIAGO PACIFICO,GUANAJUATO,LEON,VALLE DE LEON,POZO,-101.771420,21.046010,2020,466.31,Indeseable como FAAP,3900,Indeseable para riego,,3147.8,Cultivos tolerantes,Salobres,<0.2,Baja,1257.9828,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,30.353236,No apta como FAAP,0.0201,Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.0418,Potable - Excelente,Rojo,"ALC,CONDUC,SDT_ra,SDT_salin,DT,NO3,",NO,NO,NO,NO,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI
DLGUA1064,ADOLFO MARIO ROMERO PADILLA,LERMA SANTIAGO PACIFICO,GUANAJUATO,LEON,VALLE DE LEON,POZO,-101.668850,21.054500,2020,241.995,Alta,495,Buena para riego,,347.2,Excelente para riego,Potable - Dulce,<0.2,Baja,212.3094,Potable - Dura,557,Aceptable,4.41692,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,0.0089,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0021,Potable - Excelente,0.1969,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1065,D.C. INDUSTRIAL POZO NUEVO,LERMA SANTIAGO PACIFICO,GUANAJUATO,LEON,VALLE DE LEON,POZO,-101.606860,21.076440,2020,298.35,Alta,587,Buena para riego,,391.2,Excelente para riego,Potable - Dulce,0.2833,Baja,283.7406,Potable - Dura,<1.1,Potable - Excelente,8.41619,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.0657,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1082,EJIDO MONTE NUEVO,LERMA SANTIAGO PACIFICO,GUANAJUATO,LEON,VALLE DE LEON,POZO,-101.624570,20.957630,2020,150.28,Alta,370,Buena para riego,,267.2,Excelente para riego,Potable - Dulce,1.4785,Potable - Optima,121.0362,Potable - Dura,11199,Fuertemente contaminada,4.393838,Potable - Excelente,0.0139,Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.1042,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1097,POZO EL LINDERO,LERMA SANTIAGO PACIFICO,GUANAJUATO,SAN FELIPE,CUENCA ALTA DEL RIO LAJA,POZO,-101.236220,21.304960,2020,144.3,Media,337,Buena para riego,,251.6,Excelente para riego,Potable - Dulce,0.5028,Media,99.6,Potable - Moderadamente suave,<1.1,Potable - Excelente,0.997002,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,0.0051,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0015,Potable - Excelente,0.3015,Sin efectos en la salud - Puede dar color al agua,Amarillo,"FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
DLGUA1102,COMUNIDAD SAN JOSE DE LA ESTACADA,LERMA SANTIAGO PACIFICO,GUANAJUATO,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,CUENCA ALTA DEL RIO LAJA,POZO,-100.718670,21.169930,2020,764.66,Indeseable como FAAP,1743,Permisible para riego,,946.4,Cultivos sensibles,Potable - Dulce,1.9417,Alta,61.5102,Potable - Moderadamente suave,<1.1,Potable - Excelente,<0.02,Potable - Excelente,0.1916,No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0322,Potable - Excelente,1.157,Sin efectos en la salud - Puede dar color al agua,Rojo,"ALC,FLUO,AS,FE,",NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO
DLGUA1104,RANCHO DE GUADALUPE 2,LERMA SANTIAGO PACIFICO,GUANAJUATO,SAN LUIS DE LA PAZ,LAGUNA SECA,POZO,-100.614060,21.286660,2020,310.505,Alta,811,Permisible para riego,,493.6,Excelente para riego,Potable - Dulce,4.1785,Alta,<20,Potable - Suave,110,Buena calidad,0.241298,Potable - Excelente,0.0949,No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0017,Potable - Excelente,0.1623,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
DLGUA1107,VIBORILLAS,LERMA SANTIAGO PACIFICO,GUANAJUATO,SAN JOSE ITURBIDE,DR. MORA-SAN JOSE DE ITURBIDE,POZO,-100.433220,21.085370,2020,140.97,Media,352,Buena para riego,,904.6667,Cultivos sensibles,Potable - Dulce,1.3065,Potable - Optima,<20,Potable - Suave,<1.1,Potable - Excelente,1.902045,Potable - Excelente,0.0106,Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.0614,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1109,EL SALITRE - ITURBIDE,LERMA SANTIAGO PACIFICO,GUANAJUATO,SAN JOSE ITURBIDE,DR. MORA-SAN JOSE DE ITURBIDE,POZO,-100.456180,21.103950,2020,157.62,Alta,437,Buena para riego,,681,Cultivos sensibles,Potable - Dulce,1.6543,Alta,27.888,Potable - Suave,189,Buena calidad,1.770209,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.003,Potable - Excelente,0.1916,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1146,JAIME CONTRERAS,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,LAGO DE CUITZEO,POZO,-100.944760,19.965780,2020,176,Alta,922,Permisible para riego,,720,Cultivos sensibles,Potable - Dulce,0.614,Media,325,Potable - Dura,93,Buena calidad,0.147,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0108,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1147,PRESIDENCIA MUNICIPAL DE ACAMBARO 1,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,LAGO DE CUITZEO,POZO,-100.849400,19.994290,2020,255,Alta,567,Buena para riego,,418,Excelente para riego,Potable - Dulce,0.321,Baja,109,Potable - Moderadamente suave,<1.1,Potable - Excelente,0.153,Potable - Excelente,0.1663,No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.0492,Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
DLGUA1150,PRESIDENCIA MUNICIPAL DE ACAMBARO 3,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,VALLE DE ACAMBARO,POZO,-100.827380,20.099780,2020,333,Alta,1197,Permisible para riego,,662,Cultivos sensibles,Potable - Dulce,0.333,Baja,379,Potable - Dura,<1.1,Potable - Excelente,0.991,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,0.0006,Potable - Excelente,<0.005,Potable - Excelente,0.003,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1153M1,MALAYAS 1,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,VALLE DE ACAMBARO,POZO,-100.731090,20.022220,2020,171,Alta,539,Buena para riego,,189,Excelente para riego,Potable - Dulce,0.614,Media,126,Potable - Dura,<1.1,Potable - Excelente,0.66,Potable - Excelente,0.0125,Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1154,JUMAPAA 2,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,VALLE DE ACAMBARO,POZO,-100.713770,20.049270,2020,193,Alta,474,Buena para riego,,356,Excelente para riego,Potable - Dulce,0.436,Media,115,Potable - Moderadamente suave,<1.1,Potable - Excelente,0.073,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,0.0008,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1170,PRESIDENCIA MUNICIPAL DE ACAMBARO 2,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,VALLE DE ACAMBARO,POZO,-100.693760,20.001990,2020,161,Alta,707,Buena para riego,,442,Excelente para riego,Potable - Dulce,0.768,Potable - Optima,124,Potable - Dura,<1.1,Potable - Excelente,<0.02,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,0.0006,Potable - Excelente,<0.005,Potable - Excelente,0.0098,Potable - Excelente,0.0434,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1173,SALVATIERRA-ACAMBARO 1,LERMA SANTIAGO PACIFICO,GUANAJUATO,SALVATIERRA,SALVATIERRA-ACAMBARO,POZO,-100.872950,20.228120,2020,298,Alta,787,Permisible para riego,,540,Cultivos sensibles,Potable - Dulce,0.408,Media,160,Potable - Dura,<1.1,Potable - Excelente,0.163,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,0.006,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0064,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1188,SAN JOSE,LERMA SANTIAGO PACIFICO,GUANAJUATO,URIANGATO,CIENEGA PRIETA-MOROLEON,POZO,-101.170330,20.098830,2020,243,Alta,582,Buena para riego,,387,Excelente para riego,Potable - Dulce,0.321,Baja,157,Potable - Dura,<1.1,Potable - Excelente,<0.02,Potable - Excelente,0.0167,Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,0.0006,Potable - Excelente,<0.005,Potable - Excelente,0.398,Sin efectos en la salud - Puede dar color al agua,0.4271,Sin efectos en la salud - Puede dar color al agua,Amarillo,"MN,FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,NO
DLGUA1191,LAS PEÑAS,LERMA SANTIAGO PACIFICO,GUANAJUATO,MOROLEON,CIENEGA PRIETA-MOROLEON,POZO,-101.241530,20.101170,2020,304,Alta,804,Permisible para riego,,576,Cultivos sensibles,Potable - Dulce,0.805,Potable - Optima,160,Potable - Dura,<1.1,Potable - Excelente,0.996,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0026,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1192,FIDEL TELLEZ SAMANO,LERMA SANTIAGO PACIFICO,GUANAJUATO,URIANGATO,CIENEGA PRIETA-MOROLEON,POZO,-101.147510,20.082190,2020,414,Indeseable como FAAP,1283,Permisible para riego,,876,Cultivos sensibles,Potable - Dulce,0.556,Media,228,Potable - Dura,7,Buena calidad,0.021,Potable - Excelente,0.066,No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,0.0006,Potable - Excelente,<0.005,Potable - Excelente,0.3015,Sin efectos en la salud - Puede dar color al agua,0.426,Sin efectos en la salud - Puede dar color al agua,Rojo,"ALC,AS,MN,FE,",NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,NO,NO
DLGUA1193,SALVATIERRA-ACAMBARO 3,LERMA SANTIAGO PACIFICO,GUANAJUATO,TARIMORO,SALVATIERRA-ACAMBARO,POZO,-100.755570,20.317710,2020,182,Alta,469,Buena para riego,,308,Excelente para riego,Potable - Dulce,0.219,Baja,142,Potable - Dura,<1.1,Potable - Excelente,0.534,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0345,Potable - Excelente,0.1661,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1194,VALLE DE LA CUEVITA 1,LERMA SANTIAGO PACIFICO,GUANAJUATO,JERECUARO,VALLE DE LA CUEVITA,POZO,-100.611400,20.301370,2020,149,Media,360,Buena para riego,,258,Excelente para riego,Potable - Dulce,0.654,Media,56,Potable - Suave,<1.1,Potable - Excelente,0.086,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,0.01,Potable - Excelente,0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA1195,VALLE DE LA CUEVITA 3,LERMA SANTIAGO PACIFICO,GUANAJUATO,JERECUARO,VALLE DE LA CUEVITA,POZO,-100.470760,20.363990,2020,200,Alta,473,Buena para riego,,320,Excelente para riego,Potable - Dulce,0.619,Media,131,Potable - Dura,<1.1,Potable - Excelente,0.09,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,0.0161,Potable - Excelente,0.0006,Potable - Excelente,<0.005,Potable - Excelente,0.0023,Potable - Excelente,0.0343,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA984,JAUREGUI POZO NUEVO,LERMA SANTIAGO PACIFICO,GUANAJUATO,CELAYA,VALLE DE CELAYA,POZO,-100.731150,20.586750,2020,377.775,Alta,1244,Permisible para riego,,1088.6667,Cultivos con manejo especial,Ligeramente salobres,1.0576,Potable - Optima,279.0672,Potable - Dura,135,Buena calidad,5.73937,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.003,Potable - Excelente,0.2256,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA986,SAN ISIDRO DE LA CONCEPCION,LERMA SANTIAGO PACIFICO,GUANAJUATO,CELAYA,VALLE DE CELAYA,POZO,-100.786090,20.626440,2020,317.55,Alta,678,Buena para riego,,438,Excelente para riego,Potable - Dulce,0.4702,Media,199.8992,Potable - Dura,<1.1,Potable - Excelente,0.490224,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.3843,Sin efectos en la salud - Puede dar color al agua,0.0387,Potable - Excelente,Amarillo,"MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
DLGUA987,LA CONCEPCION (POZO 2 COL. 19 DE ABRIL),LERMA SANTIAGO PACIFICO,GUANAJUATO,CELAYA,VALLE DE CELAYA,POZO,-100.800160,20.601870,2020,409.53,Indeseable como FAAP,863,Permisible para riego,,582.2,Cultivos sensibles,Potable - Dulce,0.3467,Baja,267.192,Potable - Dura,<1.1,Potable - Excelente,1.793147,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.4794,Puede afectar la salud,0.0823,Potable - Excelente,Amarillo,"ALC,MN,",NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
